Pipeline Name,Pipeline ID,Author Name,Execution Count,Last Run,Template Used
"REG_APM_Argo Rollback Kustomize_DO NOT DELETE","69622eef0f7100a497a2f502","Keerthiga Thulasiram","5","2026-01-23T10:37:19.418Z","N/A"
"REG_APM_Argo_Helm_AWS_CustomTag","69622e2fa70722f64290ed89","Keerthiga Thulasiram","7","2026-01-23T10:22:34.210Z","blank_pipeline_template"
"Copy of Test/10Jan2026/OPL-29053(1)","69621fe67c9f8a65df58acb2","Priyadarsini P","0","N/A","blank_pipeline_template"
"REG_Dynamic Artifact_Approval Child pipeline","69620e6b81e1269ed59e294a","Priyadarsini P","4","2026-01-23T11:16:27.916Z","blank_pipeline_template"
"REG_ Xunit Native Test","6962021b951f7ff1c43b2615","Priyadarsini P","4","2026-01-23T09:26:01.370Z","blank_pipeline_template"
"Test-30078(Prod)","6961f1a20d844bd5b98cef26","Priyadarsini P","0","N/A","blank_pipeline_template"
"Test/10Jan2026/OPL-29053(1)","6961cc49d7f4add0ddcb2d92","Priyadarsini P","2","2026-01-11T05:38:22.049Z","blank_pipeline_template"
"Test/10Jan2026/OPL-29053(Prod)","6961bff0ec52422c045c5fdc","Priyadarsini P","11","2026-01-23T14:11:56.123Z","blank_pipeline_template"
"Eaton Docker-ACR-ACA-Prasanna","6960ac5eec52422c04596096","Prasanna Ramachadran","0","N/A","blank_pipeline_template"
"Blank Pipeline Template 20","6960ac4a5d03229306aaddb2","Prasanna Ramachadran","0","N/A","blank_pipeline_template"
"Test_1","69608d7aff072637f31d9bfc","QA Admin PROD","0","N/A","N/A"
"Copy of REG_ChildPipeline","696041f1ec52422c0458acdf","Prasana Lakshmi","0","N/A","blank_pipeline_template"
"Blank Pipeline Template 23","695fba21d470bb5b82ead250","Nagalakshmi 2000","0","N/A","blank_pipeline_template"
"Test/7Jan2026/OPL-29053","695eaa29ed3a5bac21354d72","Priyadarsini P","0","N/A","blank_pipeline_template"
"KAL - SONAR SCAN PIPELINE 2","695e1275e26724fd752e70ad","Kyasa Abhilash","6","2026-01-14T07:06:00.503Z","blank_pipeline_template"
"QAProdtestAgain","695dfec02c0fedbfcf548132","QA Admin PROD","1","2026-01-07T06:37:19.916Z","N/A"
"Nexus Archival -2","695ce595b985136abfca7032","Kyasa Abhilash","0","N/A","blank_pipeline_template"
"Test-30078","695cbfc8b985136abfc9dc5b","Priyadarsini P","0","N/A","blank_pipeline_template"
"QA_API_automation_2026-01-06_1767679471824_updated","695ca5eeff072637f31cecc7","QA User-Production","0","N/A","N/A"
"QA_API_automation_2026-01-06_1767677157906_updated","695c9ce4ff072637f31ce9ec","QA User-Production","0","N/A","N/A"
"QA_API_automation_2026-01-06_1767675640172_updated","695c96f62c0fedbfcf543fb8","QA User-Production","0","N/A","N/A"
"QA_API_automation_2026-01-05_1767633773724_updated","695bf36c2c0fedbfcf54236a","QA User-Production","0","N/A","N/A"
"QA_API_automation_2026-01-05_1767622852717_updated","695bc8c3ff072637f31cc233","QA User-Production","0","N/A","N/A"
"Node Public API Automation","695bbd78ed3a5bac213009d7","Keerthiga Thulasiram","23","2026-01-12T09:58:59.415Z","blank_pipeline_template"
"JobEngine_GitHubOnPremToOrg_Don'tRun","6959fb96e26724fd7522daef","Arun muchalambi","1","2026-01-04T05:50:36.855Z","blank_pipeline_template"
"Blank Pipeline Template 64","695803d7bb683359d3854749","Kyasa Abhilash","0","N/A","blank_pipeline_template"
"srini-fusion-2026-customer-check1","69580386b985136abfc2fb76","Keerthiga Thulasiram","0","N/A","blank_pipeline_template"
"srini-argo-eaton-azure-test-1","6953b840e0e079a71abeb734","Prabakaran Nallamuthu","0","N/A","blank_pipeline_template"
"Siva Nunit","695352cdb985136abfbe47e9","VenkataSiva Reddy","0","N/A","blank_pipeline_template"
"PR writeback","69523fe7ed3a5bac21290fce","Shailesh Kolap","7","2025-12-30T14:39:41.569Z","blank_pipeline_template"
"QAProdtest","6952325c2c0fedbfcf5275bd","QA Admin PROD","0","N/A","N/A"
"MB_Test SDLC Pipeline","6952218dff072637f31b1b77","QA Admin PROD","1","2025-12-29T06:43:14.905Z","N/A"
"QA_GitHubOnPremToOrg_JobEngine_Don'tRun","695162b1e0e079a71abcf9f1","Arun muchalambi","8","2026-01-13T05:48:15.903Z","blank_pipeline_template"
"Security-Scanning-Pipeline","694ee630ff072637f31a8ef6","srinivas peri","0","N/A","N/A"
"KAL - NON NATIVE AND NATIVE SONAR PIPELINE","694e184d96ff75fd5aca5a88","Kyasa Abhilash","1","2025-12-26T06:42:20.405Z","blank_pipeline_template"
"Node.js API - ArgoCD Pipeline","694c3e66ff072637f31a14ca","srinivas peri","0","N/A","N/A"
"Node.js API Pipeline","694c3cbb2c0fedbfcf516bdd","srinivas peri","0","N/A","N/A"
"Nagalakshmi_Workday_API_Check","694bd3f4ccced7d3b0b67af5","Nagalakshmi 2000","15","2025-12-24T14:37:28.932Z","blank_pipeline_template"
"Blank Pipeline Template 21","694bd23a60919704594e211a","Nagalakshmi 2000","4","2025-12-24T13:17:56.930Z","blank_pipeline_template"
"KAL -  External API Pipeline","694bc856ccced7d3b0b649e0","Kyasa Abhilash","1","2025-12-24T11:53:19.307Z","blank_pipeline_template"
"speri-mcp-nodejs-EKS","694b6fb3ff072637f319edd4","srinivas peri","0","N/A","N/A"
"speri-mcp-nodejs-EKS","694b6ee22c0fedbfcf514543","srinivas peri","0","N/A","N/A"
"GitHub Actions CI-Nexus-Argo Pipeline","694b69ce2c0fedbfcf514459","Ramya J726","0","N/A","N/A"
"GitHub Actions CI-Nexus-Argo Pipeline","694b6705ff072637f319ec31","Ramya J726","0","N/A","N/A"
"speri-mcp-EKS","694b619cff072637f319eb06","srinivas peri","1","2025-12-24T03:47:52.812Z","N/A"
"MultiCloud Container Deploy - Full Security","694b37b22c0fedbfcf513b91","srinivas peri","0","N/A","N/A"
"Infrastructure Pipeline","694b1d71ff072637f319df63","srinivas peri","0","N/A","N/A"
"QA_API_automation_2025-12-23_1766510329502_updated","694acef4ff072637f319d198","QA User-Production","0","N/A","N/A"
"QA_API_automation_2025-12-23_1766510051657_updated","694acdde2c0fedbfcf5128e1","QA User-Production","0","N/A","N/A"
"MultiCloud Container Pipeline with Security Guardrails","694ac672ff072637f319cf5b","srinivas peri","0","N/A","N/A"
"KAL - JOB ENGINE 2","694a8ebab70f3fb656fcd5a0","Kyasa Abhilash","9","2026-01-16T08:07:57.658Z","blank_pipeline_template"
"MultiCloud Container Deployment with Security","694a6eb52c0fedbfcf51180d","srinivas peri","1","2025-12-23T10:32:26.420Z","N/A"
"MultiCloud-Container-SecureDeployment-AWS","694a6eb3ff072637f319c062","Ramya J726","0","N/A","N/A"
"MultiCloud-Container-Deploy","694a6359ff072637f319bd67","srinivas peri","0","N/A","N/A"
"Dec23_Github Webhook PR DO NOT DELETE","694a5e612a685c6eead2aacf","Pradeep Marri","5","2026-01-11T09:37:52.067Z","N/A"
"Secure-Container-Deploy","694a5dad2c0fedbfcf511415","srinivas peri","1","2025-12-23T09:22:27.637Z","N/A"
"AWS-Terraform-Infra","694a5ccfff072637f319bc46","srinivas peri","0","N/A","N/A"
"SPA-API-Pipeline-Frontend","694a581b2c0fedbfcf511315","srinivas peri","0","N/A","N/A"
"SPA-API-Pipeline-Backend","694a57f8ff072637f319bb65","srinivas peri","0","N/A","N/A"
"Copy of Native Docker Build","694a452705feff459389fb59","Dammu Srinivasulu2","12","2025-12-24T05:08:46.302Z","blank_pipeline_template"
"Blank Pipeline Template 20","694a3c2960919704594bfe04","Nagalakshmi 2000","6","2026-02-12T06:25:22.690Z","blank_pipeline_template"
"speri-infra","694a3a922c0fedbfcf510e13","srinivas peri","0","N/A","N/A"
"Copy of SCH_Argo Rollback Kustomize_DO NOT DELETE","694a36dcae10a23ec58ce8ba","Nagalakshmi 2000","11","2025-12-23T08:03:05.584Z","N/A"
"KAL - TERRAFORM","694a1d14ccced7d3b0b22db6","Kyasa Abhilash","7","2025-12-23T07:40:07.839Z","blank_pipeline_template"
"Copy of REG_SCH_Docker_CLI_GCR","694a1904ae10a23ec58cc06e","Nagalakshmi 2000","4","2026-01-23T10:40:08.604Z","blank_pipeline_template"
"Blank Pipeline Template 18","694a18eb05feff4593899bb2","Nagalakshmi 2000","0","N/A","blank_pipeline_template"
"Bitbucket-Maven-Docker-Argo-CICD","694a161bff072637f319b039","srinivas peri","0","N/A","N/A"
"CI/CD Pipeline","694a07ea2c0fedbfcf510554","srinivas peri","0","N/A","N/A"
"Blank Pipeline Template-demo","6949909860919704594b1a50","Admin Hemalatha R BTINIT","0","N/A","blank_pipeline_template"
"Nikhitha-Pipeline-2","694977a2b70f3fb656fa9d54","Admin Hemalatha R BTINIT","0","N/A","blank_pipeline_template"
"QA_BBCloud_EmailwithApitokenToOrg_Jenkins_Nokia","69495799b70f3fb656fa3716","Arun muchalambi","0","N/A",""
"QA_JobEngine_BBCloud_EmailwithApiTokenscopes_Nokia","694956f0b70f3fb656fa341a","Arun muchalambi","4","2026-01-23T20:54:00.030Z","blank_pipeline_template"
"Blank Pipeline Template 12","69493bdfccced7d3b0af6bd5","Yogesh.Kasare Proton","2","2025-12-22T12:57:12.520Z","blank_pipeline_template"
"SL_QA_BBCloudTokenToOrg_NewComponenSupport_DND","69463ad607d121ff27b61f42","Arun muchalambi","2","2026-01-24T11:19:38.818Z",""
"Blank Pipeline Template 3","69458925242ce39b60df0f3f","Prasana Lakshmi","0","N/A","blank_pipeline_template"
"Native Shiftleft Template","694585c7562620d4165c3fe7","Prasana Lakshmi","0","N/A",""
"REG_Junit Gradle Native Test","6945618d8763bb4490007e26","Priyadarsini P","6","2026-01-23T11:09:31.101Z","blank_pipeline_template"
"REG_Junit Maven Native Test","69455c2c099a5f638e847277","Priyadarsini P","9","2026-01-23T10:30:43.823Z","blank_pipeline_template"
"REG_Nunit Testing DND","694558fb8763bb4490006373","Priyadarsini P","6","2026-01-23T10:25:52.205Z","blank_pipeline_template"
"REG_Cypress Native Test","69454bed8763bb4490003e1f","Priyadarsini P","6","2026-01-23T10:19:25.322Z","blank_pipeline_template"
"V2 API Created pipeline-Jenkins build","69453b49df7f3761e8b7e2c0","QA User-Production","0","N/A","N/A"
"V2 API Created pipeline-Jenkins build","6945390adf7f3761e8b7e239","QA User-Production","0","N/A","N/A"
"Jmeter XML- API created","694532b2df7f3761e8b7e120","QA User-Production","0","N/A","N/A"
"Copy of QAprodTestMB1996","69452265099a5f638e83a953","QA Admin PROD","0","N/A","N/A"
"QAprodTestMB1996","69451fe0df7f3761e8b7dcf7","QA Admin PROD","1","2025-12-19T09:56:36.115Z","N/A"
"QAprodTestMB1996","69451fb6ff072637f318d74b","QA Admin PROD","0","N/A","N/A"
"Node.js API CI/CD Pipeline","69447fa4ff072637f318bc67","srinivas peri","0","N/A","N/A"
"REG_Jmeter_Native step","694444a0562620d4165736b4","Keerthiga Thulasiram","5","2026-01-23T10:43:54.815Z","blank_pipeline_template"
"sriniperi-container-pipeline-using-argo-test","69443ec4562620d41656ff84","Sowmia Ranganathan","0","N/A","N/A"
"AWS Lambda Container Deployment with Security Gates","69443b74df7f3761e8b7b618","srinivas peri","0","N/A","N/A"
"Blank Pipeline Template 17","69443422562620d41656b299","Nagalakshmi 2000","0","N/A","blank_pipeline_template"
"Tekton EKS CI/CD Pipeline (Fixed)","694410a99f43537df594556c","srinivas peri","2","2025-12-18T15:44:15.326Z","N/A"
"Tekton EKS CI/CD Pipeline","6943b08a9f43537df594444f","srinivas peri","1","2025-12-18T07:54:37.018Z","N/A"
"Azure SPA Reference Architecture Pipeline","6943512cc536a290325f8d40","srinivas peri","0","N/A","N/A"
"Azure SPA Full-Stack Deployment Pipeline","69434d049f43537df5943393","srinivas peri","0","N/A","N/A"
"Sample CI/CD Pipeline","69434becc536a290325f8c54","srinivas peri","0","N/A","N/A"
"KAL - NOKIA -1300","69426393d08886acba593f77","Kyasa Abhilash","0","N/A","blank_pipeline_template"
"Cisco_GitHubActions_Argo_Nagalakshmi_DND","69425543d08886acba59140e","Nagalakshmi 2000","4","2025-12-17T08:25:59.924Z","blank_pipeline_template"
"Salesforce_Code_Scan_Pipeline","69413289d08886acba5724d2","Sumit Sanyal","45","2026-01-12T17:17:00.976Z",""
"NC_Microsoft Teams","694108fdd08886acba569c48","Chandru Nallasivam2","2","2025-12-16T07:46:00.692Z","blank_pipeline_template"
"Terraform Complete Pipeline - demo","69406087d08886acba55d2b7","QA User-Production","0","N/A","N/A"
"ProdTestQA","693facabc536a290325eed6c","QA Admin PROD","0","N/A","N/A"
"Opsera v2 Created Pipeline by QA_Dec15","693fa9a7c536a290325eece4","QA User-Production","0","N/A","N/A"
"GitHub Actions1","693f9c3d5acfca95045dc870","srinivas peri","0","N/A","github-actions"
"Java Deployment to EKS","693c6b59c536a290325e5e9c","QA User-Production","0","N/A","N/A"
"AWS deploy to ec2 instance with Docker build and sonar qube scan, approval gate and elastic bean stack deploy step","693c5beb9f43537df5930297","QA User-Production","0","N/A","N/A"
"Wokday_Python_Script_Prasanna","693a62ad57f6876938ae9f36","Prasanna Ramachadran","20","2026-02-12T16:29:49.921Z","blank_pipeline_template"
"API Integrator Test","6939b03286f43d552dcbb85e","Prasanna Ramachadran","1","2025-12-10T17:43:53.820Z","blank_pipeline_template"
"Sonar Scan, Git Custodian Scan, Maven Build, Docker Build, ECR Push, Approval, Argo Dev Deploy","69398cd7c536a290325de098","Nagalakshmi 2000","0","N/A","N/A"
"Copy of REG_Native UiPath Build and Deploy_OAuth","693984c5345fa29963850c38","Nagalakshmi 2000","0","N/A","blank_pipeline_template"
"Docker Build, Snyk Scan, ACR Push, Approval, ArgoCD Deploy","69398430c536a290325dde88","Nagalakshmi 2000","0","N/A","N/A"
"Golden AKSAzureFunctionsZIPdeployment","69391759c3674e21128f11e9","Ramya J726","0","N/A","N/A"
"golden template AWS lambda push","6939168a9018b365f53662e2","Ramya J726","1","2025-12-10T06:58:17.209Z","N/A"
"PRABA ARGO Deployment Pipeline","69380936c3674e21128c250c","QA Admin PROD","1","2025-12-09T11:39:10.335Z","N/A"
"DT-1893","6937f7c2c6033abf55de1632","Pradeep Marri","0","N/A","blank_pipeline_template"
"Blank Pipeline Template 14","6937c4f411ac5ee179ff8702","Nagalakshmi 2000","9","2026-01-28T04:06:36.931Z","blank_pipeline_template"
"QA_Sqldeployment","6937a5e5c6033abf55dd4530","Arun muchalambi","1","2025-12-15T14:12:16.300Z","opsera_data_management"
"SalesForce_Pipeline_Template","69372b3b9018b365f5319820","piyush srivastava","0","N/A",""
"SalesForce_Pipeline_Template","693729e96b6ceea000a8fbfe","piyush srivastava","0","N/A",""
"SalesForce_Pipeline_Template","69370ff69018b365f5315541","piyush srivastava","0","N/A",""
"Sonar_Scan_chiragpipeline","6936d829c6033abf55dc1e35","Chirag Singhal","5","2025-12-09T09:09:09.435Z","blank_pipeline_template"
"Blank Pipeline Template 7","6936d791c6033abf55dc1c9a","Chirag Singhal","0","N/A","blank_pipeline_template"
"Blank Pipeline Template 6","6936d6c7d98b358a5ce7ce1b","Chirag Singhal","0","N/A","blank_pipeline_template"
"Blank Pipeline Template 5","6936d6a8d98b358a5ce7cde0","Chirag Singhal","0","N/A","blank_pipeline_template"
"Blank Pipeline Template 13","6936d1a6c6033abf55dc0d39","Nagalakshmi 2000","0","N/A","blank_pipeline_template"
"PAVED-PATHS-Container Deployment Pipeline","69367d18067d0a3a566aca07","Ramya J726","4","2025-12-09T07:15:24.323Z","N/A"
"DS_RUN JOB_ PIPELINE","69367a0cd98b358a5ce67eae","Dammu Srinivasulu2","5","2025-12-19T16:59:26.367Z","blank_pipeline_template"
"KAL - JOB ENGINE","69367087c6033abf55da9e28","Kyasa Abhilash","2","2025-12-08T13:12:39.144Z","blank_pipeline_template"
"Blank Pipeline Template 12","69366fb2c3674e21128788de","Nagalakshmi 2000","3","2025-12-08T06:33:14.383Z","blank_pipeline_template"
"Deployment Pipeline","69348f8d067d0a3a566a7578","Ramya J726","1","2025-12-06T20:22:05.412Z","N/A"
"Complete Diagram Pipeline - All Steps","69348bfeb68831751135b6ee","Ramya J726","1","2025-12-06T20:11:01.734Z","N/A"
"Direct API Pipeline - Fully Configured","69348aee067d0a3a566a74a0","Ramya J726","16","2025-12-08T06:46:29.123Z","N/A"
"Production Ready CI/CD Pipeline","693486f1b68831751135b603","Ramya J726","1","2025-12-06T19:51:46.110Z","N/A"
"Complete CI/CD Pipeline - Production Ready","6934857a067d0a3a566a73a3","Ramya J726","0","N/A","N/A"
"Extended CI/CD Pipeline with Approval Gate","69348246b68831751135b527","Ramya J726","0","N/A","N/A"
"Flowchart CI/CD Pipeline - Clean Config","69347dfa067d0a3a566a7255","Ramya J726","1","2025-12-06T19:11:40.715Z","N/A"
"Flowchart CI/CD Pipeline - Exact Configs","69347c41b68831751135b418","Ramya J726","1","2025-12-06T18:58:50.223Z","N/A"
"Flowchart CI/CD Pipeline - Exact Configs MCP","69347b8d067d0a3a566a71e0","Ramya J726","0","N/A","N/A"
"Flowchart CI/CD Pipeline - Exact Configs","69347b40b68831751135b3e0","Ramya J726","0","N/A","N/A"
"Flowchart CI/CD Pipeline via MCP","693476d8067d0a3a566a7102","Ramya J726","0","N/A","N/A"
"Flowchart CI/CD Pipeline","693476a6b68831751135b306","Ramya J726","0","N/A","N/A"
"REG_Maven Native build","69332bb1a8326b33ef0f745b","Keerthiga Thulasiram","7","2026-01-23T16:50:15.445Z","blank_pipeline_template"
"REG_Gradle Native build","6933275d6b6ceea000a4f3dd","Keerthiga Thulasiram","8","2026-01-23T10:34:57.923Z","blank_pipeline_template"
"s2-salesforce","69331b1b5d5ddd70a3668f62","customer support","0","N/A",""
"parallel-steps","6933121f9018b365f529b118","Srinath Vasudevan","2","2025-12-05T17:20:30.528Z","blank_pipeline_template"
"Opsera v2 Created Pipeline by QA_Dec5","69330d98b68831751135752c","QA User-Production","0","N/A","N/A"
"Copy of REG_SCH_API Integrator_DO NOT DELETE","6932f7ae9f34f08c68174313","Nagalakshmi 2000","1","2025-12-05T15:20:50.857Z","N/A"
"Reg-5thdecRBAC","6932f5f6903d1a22ad1f0008","Priyadarsini P","5","2025-12-05T16:48:15.024Z","blank_pipeline_template"
"REG_Azure Webhook PR Create DO NOT DELETE","6932bbdb903d1a22ad1e7523","Priyadarsini P","0","N/A",""
"Java Maven CI/CD Pipeline","6932ab79067d0a3a566a21bc","Ramya J726","0","N/A","N/A"
"Full CI/CD Pipeline with Security and ArgoCD","69326ad1067d0a3a566a16a3","Ramya J726","0","N/A","N/A"
"Maven Docker Build Pipeline","6932647eb6883175113557b4","Ramya J726","0","N/A","N/A"
"Maven Docker Build Pipeline","69318b10b688317511353298","Ramya J726","0","N/A","N/A"
"nlp 3153 pipeline","69317ed2067d0a3a5669ee7b","Nagalakshmi 2000","0","N/A","blank_pipeline_template"
"nlp 3153 pipeline","69317e8ab688317511353070","Nagalakshmi 2000","0","N/A","blank_pipeline_template"
"nlp 3153 pipeline","69317e69067d0a3a5669ee5a","Nagalakshmi 2000","0","N/A","blank_pipeline_template"
"nlp 3153 pipeline","69317e49b688317511353054","Nagalakshmi 2000","0","N/A","blank_pipeline_template"
"Maven build template","69317b3c9891b52add3dd05e","Nagalakshmi 2000","1","2025-12-04T12:19:24.701Z","blank_pipeline_template"
"NLP CI/CD Pipeline","69317997b688317511352f79","Ramya J726","1","2025-12-04T12:12:09.732Z","N/A"
"Blank Pipeline Template 2","6931231884cb3f5d6ef98090","Prasana Lakshmi","0","N/A","blank_pipeline_template"
"Docker Build, Code Scan, Container Scan, AWS Deploy via Argo","6930d7abb688317511351309","QA User-Production","0","N/A","N/A"
"REG_Native UiPath Build and Deploy-PAT","69303ef2d6a114e14914bad9","Keerthiga Thulasiram","9","2026-01-23T13:04:25.606Z","blank_pipeline_template"
"jobengine pipeline 3rd Dec ashwini","693030667a9986f857d6b334","Ashiwini Chavan","4","2025-12-03T13:30:42.901Z",""
"REG_Native UiPath Build and Deploy_OAuth","69301fd7cf6b7262ab9a66b9","Keerthiga Thulasiram","14","2026-02-05T16:51:34.717Z","blank_pipeline_template"
"clone test","692ff6e883be929a710cb727","Admin Hemalatha R BTINIT","0","N/A","blank_pipeline_template"
"Blank Pipeline Template 990","692f33faf3ddc195dfbb8487","QA User-Production","0","N/A","blank_pipeline_template"
"MHB_test1996","692ec786067d0a3a566971ce","QA Admin PROD","0","N/A","N/A"
"Salesforce_Pipeline","692eaddf6a413b3b4d29105c","Prasana Lakshmi","0","N/A","N/A"
"SalesForce_Pipeline_Template","692eac75dcdfae28eac91681","Prasana Lakshmi","0","N/A",""
"GHAto Opsera pipeline","692defc9067d0a3a56694b7d","QA User-Production","0","N/A","N/A"
"Finalized SDLC Pipeline","692de875b688317511348c47","QA User-Production","0","N/A","N/A"
"SDLC Workflow with Build, Snyk Scan, ACR Push, Approval, ArgoCD Deployment","692dd2b9067d0a3a56694695","QA User-Production","0","N/A","N/A"
"Copy of Cli","692d59b17a170976fad7aa78","Yogesh.Kasare Proton","0","N/A","blank_pipeline_template"
"Copy of SFDC with snow","692d50f24eabc26b334e2706","Yogesh.Kasare Proton","1","2026-01-13T15:06:20.264Z",""
"Blank Pipeline Template 6","692d3d0c4eabc26b334dda96","Nagalakshmi 2000","1","2025-12-01T07:12:01.049Z","blank_pipeline_template"
"KAL - JENKINS BUILD","692d2fbecd515305f2e1d502","Kyasa Abhilash","0","N/A","blank_pipeline_template"
"DS_Jenkins_NPM_Build","692d2efecd515305f2e1d2a1","Dammu Srinivasulu2","0","N/A","blank_pipeline_template"
"SDLC Workflow with Build, Snyk Scan, ACR Push, Approval, and ArgoCD Deployment - Env Specific","692d1c2f6a413b3b4d27c88b","Ramya J726","0","N/A","N/A"
"Salesforce Deployment Pipeline","692d1baeb6883175113468d6","Ramya J726","0","N/A","N/A"
"Salesforce Deployment Pipeline from Standard Template","692d1b73067d0a3a566926c0","Ramya J726","0","N/A","N/A"
"SDLC Workflow with Build, Snyk Scan, ACR Push, Approval, and ArgoCD Deployment","692d1ac0b6883175113468a3","Ramya J726","0","N/A","N/A"
"Scheduled(Every2hrs_SATSUNMON)GitToOrgJobEngineDND","692c74ca4eabc26b334c9442","Arun muchalambi","423","2026-02-18T11:54:55.071Z","blank_pipeline_template"
"Scheduled(Every2hrs_SATSUNMON)_GitToOrg_JenkinsDND","692c747a1635521e1c3f7d26","Arun muchalambi","375","2026-02-18T11:54:47.466Z",""
"REG_Git to Org_GitHubOnPrem _Edge_Schedule","692c741c7a170976fad749ce","Arun muchalambi","0","N/A","blank_pipeline_template"
"QA_SL_Jenkins_GitHubToOrg_Performance_DND","692c477b6a413b3b4d279f04","Arun muchalambi","1","2025-11-30T17:09:03.913Z",""
"Multi-Cloud Serverless Deployment Pipeline","692b3d46067d0a3a5668d564","Ramya J726","0","N/A","N/A"
"React FastAPI Multi-Cloud CI/CD Pipeline","692b3d3fb688317511341762","Ramya J726","0","N/A","N/A"
"QA_SL_JobEngine_GitHubToOrg_Performance_DND","692b122f6a413b3b4d277a8c","Arun muchalambi","22","2026-02-17T06:23:45.965Z","blank_pipeline_template"
"Copy of Infoblox_Webhook_Use_Case_Prasanna_Child","69297d586a413b3b4d27104d","Prasanna Ramachadran","0","N/A","blank_pipeline_template"
"Blank Pipeline Template 5","692975b1cd515305f2df24f5","Nagalakshmi 2000","7","2026-02-12T14:24:42.667Z","blank_pipeline_template"
"Nagalakshmi_Infoblox_webhookquery_check","692963071635521e1c3be7b8","Nagalakshmi 2000","8","2026-02-12T06:29:15.189Z","blank_pipeline_template"
"NC_Docker_CLI_1","692962ce4eabc26b3348fbbe","Chandru Nallasivam2","1","2025-11-28T09:02:21.404Z","blank_pipeline_template"
"NC_Docker_CLI","692960d04eabc26b3348f519","Chandru Nallasivam2","10","2025-11-28T11:58:24.820Z","blank_pipeline_template"
"Opsera MCP Created Pipeline by QA_Nov27","6928687cb68831751133996c","QA User-Production","0","N/A","N/A"
"Copy of API created pipeline","692837434eabc26b334688e1","QA Admin PROD","0","N/A","N/A"
"API_Integrator_Prasanna","6927f6717a170976fad5cf43","Prasanna Ramachadran","0","N/A","blank_pipeline_template"
"Blank Pipeline Template 3","6927f6111635521e1c38462a","Nagalakshmi 2000","3","2025-11-27T07:53:17.766Z","blank_pipeline_template"
"Creating pipeline via APIwith repo  details","6927259b067d0a3a56681ed1","QA User-Production","0","N/A","N/A"
"Opsera MCP Created Pipeline by QA","69272188b68831751133601d","QA User-Production","0","N/A","N/A"
"Smith_n_Nephew_Demo_Pipeline_Prasanna","692718f4dcdfae28eabe98b7","Prasanna Ramachadran","13","2025-12-02T07:27:21.216Z","blank_pipeline_template"
"Blank Pipeline Template 2","6926dd2a4eabc26b3341bbb9","Nagalakshmi 2000","7","2025-11-26T11:16:58.601Z","blank_pipeline_template"
"Opsgenie Slack Integration Template","6926a5cd067d0a3a566807c2","QA Admin PROD","0","N/A","N/A"
"SDLC","6926a4f9067d0a3a5668077e","QA Admin PROD","0","N/A","N/A"
"Copy of REG_SCH_AWS Lambda Inline_DO NOT DELETE","6926803b1635521e1c329e5c","Priyadarsini P","0","N/A","N/A"
"Sample CI/CD Pipeline","69264048b6883175113336bb","Ramya J726","0","N/A","N/A"
"NodeJS Full CICD - Text Generated","69263c86b688317511333606","Ramya J726","0","N/A","N/A"
"Infoblox_Webhook_Use_Case_Prasanna","6925e081dcdfae28eabb08fa","Prasanna Ramachadran","57","2026-01-06T12:08:13.810Z","blank_pipeline_template"
"SQL Deployment_Don'tUse","6925dc29ac74c4998c26c66e","Arun muchalambi","2","2025-11-25T16:53:59.793Z","opsera_data_management"
"GitHub Packages Docker Pipeline","6925d0dd067d0a3a5667e1eb","QA Admin PROD","0","2026-01-23T12:41:11.227Z","N/A"
"Clone - Nagalakshmi_Workday_pipeline_reuse_parameters","69259086067d0a3a5667d718","QA Admin PROD","0","N/A","N/A"
"Complete SDLC Pipeline Template","692588bd067d0a3a5667d5aa","QA Admin PROD","0","N/A","N/A"
"Build-Scan-Deploy Pipeline","69258783067d0a3a5667d55a","QA Admin PROD","0","N/A","N/A"
"GitOps Helm Chart Update Pipeline","69255792b688317511330e06","QA Admin PROD","0","N/A","N/A"
"nagalakshmi-pipeline-from-mcp","692552d7b688317511330d24","Ramya J726","0","N/A","N/A"
"nlp 3153 pipeline","69254e19067d0a3a5667ca12","Kyasa Abhilash","0","N/A","blank_pipeline_template"
"nlppipeline-v2","69253fb9b6883175113309ce","Ramya J726","1","2025-11-25T05:37:34.405Z","N/A"
"nlppipeline","69253d5a067d0a3a5667c726","Ramya J726","0","2025-11-25T05:25:11.745Z","N/A"
"QA_MCP_Clone Action","6925396ab6883175113308a7","QA Admin PROD","0","N/A","N/A"
"QA_MCP Pipeline1","69253472b6883175113307b9","QA Admin PROD","0","N/A","N/A"
"V2 Demo Pipeline","692532ebb688317511330768","QA User-Production","0","N/A","N/A"
"Maven Docker ECR ArgoCD Pipeline","69252d30067d0a3a5667c436","Ramya J726","0","N/A","N/A"
"Siva_SCH_Sonar Native DO NOT DELETE","69252a187a170976fad2d003","VenkataSiva Reddy","1","2025-11-25T04:07:51.605Z","N/A"
"DR Automation Pipeline","69250b09067d0a3a5667be6f","Ramya J726","1","2025-11-25T01:57:30.848Z","N/A"
"Blank Pipeline Template 5","6925071d6a413b3b4d231e84","srinivas peri","0","N/A","blank_pipeline_template"
"My Pipeline","692495dbb68831751132ecb6","Ramya J726","0","N/A","N/A"
"QA_Salesforce_241125_DND","6924855e7a170976fad25892","Arun muchalambi","0","N/A","blank_pipeline_template"
"Maven and Node Build Pipeline","69248556067d0a3a5667a750","Ramya J726","0","N/A","N/A"
